,topBrand,category,categoryCode,barcode,name,cpg,_id,brandCode
883,False,Frozen,,511111201847,TGI Fridays,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '580dffa7e4b0f32b2de21383'},T.G.I. FRIDAY'S
884,,Beer Wine Spirits,,511111600350,Cusquena,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d1d71e4b06ba572cf249c'},CUSQUENA
885,False,Bread & Bakery,BREAD_AND_BAKERY,511111517399,Arnold ,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",{'$oid': '5fb6b6e1be37ce522e165cbb'},ARNOLD
886,False,Beverages,,511111001997,McCafé,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc188e4b0ac389136a343'},MC CAFE
887,False,Snacks,,511111404514,O-Ke-Doke,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5afda307e4b03bf01c2a2966'},O-KE-DOKE
888,False,Baking,BAKING,511111517955,test brand @1607312532260,"{'$ref': 'Cogs', '$id': {'$oid': '5fcda494be37ce688e08b0cb'}}",{'$oid': '5fcda494be37ce688e08b0ce'},TEST BRANDCODE @1607312532260
889,,Health & Wellness,,511111505648,ALKA SELTZER® ADULT HEARTBURN CHEWS/ GUMMY/ TAB,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da606c61dda2c3e1416ae87'},ALKA SELTZER ADULT HEARTBURN CHEWS/ GUMMY/ TAB
890,,Baking,BAKING,511111615149,test brand @1595531348450,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e054be37ce33f74a166e'}}",{'$oid': '5f19e054be37ce33f74a1672'},TEST BRANDCODE @1595531348450
891,,Baking,BAKING,511111816058,test brand @1598635435926,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",{'$oid': '5f493dabbe37ce64d0ae36be'},TEST BRANDCODE @1598635435926
892,False,Baking,BAKING,511111018056,test brand @1607636368135,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",{'$oid': '5fd29590be37ce38bbbefb26'},TEST BRANDCODE @1607636368136
893,,Baking,BAKING,511111416012,test brand @1598635397611,"{'$ref': 'Cogs', '$id': {'$oid': '5f493d85be37ce64d0ae36b1'}}",{'$oid': '5f493d85be37ce64d0ae36b2'},
894,False,Breakfast & Cereal,,511111201281,Quaker Oatmeal Squares,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '58861c7f4e8d0d20bc42c4fb'},
895,,Breakfast & Cereal,,511111806387,Oatmeal Crisp™ Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5dd59806a60b870fc613f7ca'},OATMEAL CRISP
896,,Beer Wine Spirits,,511111101383,Milwaukee's Best Light,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '58861c7e4e8d0d20bc42c4e4'},
897,False,Baking,BAKING,511111818533,test brand @1609794602668,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842abe37ce2c56dacbab'}}",{'$oid': '5ff3842abe37ce2c56dacbac'},
898,False,Baking,BAKING,511111518556,test brand @1609794603283,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",{'$oid': '5ff3842bbe37ce2c56dacbaf'},TEST BRANDCODE @1609794603283
899,False,Health & Wellness,HEALTHY_AND_WELLNESS,511111614630,Phillips'®Digestive,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5ec2dd58be37ce5234ec36b9'},PHILLIPS'®DIGESTIVE
900,False,Baking,BAKING,511111919681,test brand @1610660035741,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c3be37ce321363c6bf'}}",{'$oid': '6000b8c3be37ce321363c6c1'},TEST BRANDCODE @1610660035741
901,False,Baking,BAKING,511111719724,test brand @1610660036852,"{'$ref': 'Cogs', '$id': {'$oid': '6000b8c4be37ce321363c6c5'}}",{'$oid': '6000b8c4be37ce321363c6c6'},
902,False,Baking,BAKING,511111018544,test brand @1609794603236,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",{'$oid': '5ff3842bbe37ce2c56dacbae'},TEST BRANDCODE @1609794603237
903,False,Baking,BAKING,511111218579,test brand @1609794603367,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",{'$oid': '5ff3842bbe37ce2c56dacbb1'},TEST BRANDCODE @1609794603367
904,False,Baking,BAKING,511111718567,test brand @1609794603327,"{'$ref': 'Cogs', '$id': {'$oid': '5ff3842bbe37ce2c56dacbad'}}",{'$oid': '5ff3842bbe37ce2c56dacbb0'},TEST BRANDCODE @1609794603327
905,False,Candy & Sweets,CANDY_AND_SWEETS,511111418580,test brand @1609794603941,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ff3842bbe37ce2c56dacbb2'},TEST BRANDCODE @1609794603942
906,False,Baking,BAKING,511111918592,test brand @1610038521409,"{'$ref': 'Cogs', '$id': {'$oid': '5ff73cf9be37ce1e961f3256'}}",{'$oid': '5ff73cf9be37ce1e961f3257'},TEST BRANDCODE @1610038521409
907,False,Baking,BAKING,511111419747,test brand @1610718082601,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",{'$oid': '60019b82be37ce4f17e558d3'},TEST BRANDCODE @1610718082601
908,False,Candy & Sweets,CANDY_AND_SWEETS,511111619772,test brand @1610718083279,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '60019b83be37ce4f17e558d6'},TEST BRANDCODE @1610718083279
909,False,Baking,BAKING,511111319795,test brand @1611088480964,"{'$ref': 'Cogs', '$id': {'$oid': '60074260be37ce360be639f5'}}",{'$oid': '60074261be37ce360be639f6'},
910,False,Baking,BAKING,511111119760,test brand @1610718082685,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",{'$oid': '60019b82be37ce4f17e558d5'},TEST BRANDCODE @1610718082685
911,False,Baking,BAKING,511111819783,test brand @1610718083421,"{'$ref': 'Cogs', '$id': {'$oid': '60019b83be37ce4f17e558d7'}}",{'$oid': '60019b83be37ce4f17e558d8'},
912,False,Baking,BAKING,511111919759,test brand @1610718082644,"{'$ref': 'Cogs', '$id': {'$oid': '60019b82be37ce4f17e558d1'}}",{'$oid': '60019b82be37ce4f17e558d4'},TEST BRANDCODE @1610718082644
913,False,Baking,BAKING,511111319122,test brand @1610135038186,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5febe37ce4a13986613'}}",{'$oid': '5ff8b5febe37ce4a13986614'},
914,False,Candy & Sweets,CANDY_AND_SWEETS,511111119111,test brand @1610135036684,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ff8b5fcbe37ce4a13986612'},TEST BRANDCODE @1610135036684
915,False,Baking,BAKING,511111919193,test brand @1610493432606,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2df8be37ce5e01754c1f'}}",{'$oid': '5ffe2df8be37ce5e01754c20'},
916,False,Baking,BAKING,511111519201,test brand @1610493496943,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2e38be37ce5e01754c21'}}",{'$oid': '5ffe2e38be37ce5e01754c22'},TEST BRANDCODE @1610493496943
917,False,Candy & Sweets,CANDY_AND_SWEETS,511111219170,test brand @1610493089082,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ffe2ca1be37ce5e01754c0e'},TEST BRANDCODE @1610493089082
918,False,Baking,BAKING,511111019091,test brand @1610135035614,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",{'$oid': '5ff8b5fbbe37ce4a13986610'},TEST BRANDCODE @1610135035614
919,False,Baking,BAKING,511111419181,test brand @1610493152468,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ce0be37ce5e01754c16'}}",{'$oid': '5ffe2ce0be37ce5e01754c17'},
920,False,Baking,BAKING,511111619109,test brand @1610135035679,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",{'$oid': '5ff8b5fbbe37ce4a13986611'},TEST BRANDCODE @1610135035679
921,False,Baking,BAKING,511111519089,test brand @1610135035546,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",{'$oid': '5ff8b5fbbe37ce4a1398660f'},TEST BRANDCODE @1610135035546
922,False,Baking,BAKING,511111819134,test brand @1610493088286,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",{'$oid': '5ffe2ca0be37ce5e01754c0a'},TEST BRANDCODE @1610493088287
923,False,Baking,BAKING,511111519157,test brand @1610493088459,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",{'$oid': '5ffe2ca0be37ce5e01754c0c'},TEST BRANDCODE @1610493088459
924,False,Baking,BAKING,511111019145,test brand @1610493088421,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",{'$oid': '5ffe2ca0be37ce5e01754c0b'},TEST BRANDCODE @1610493088421
925,False,Baking,BAKING,511111719168,test brand @1610493088494,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe2ca0be37ce5e01754c09'}}",{'$oid': '5ffe2ca0be37ce5e01754c0d'},TEST BRANDCODE @1610493088494
926,False,Baking,BAKING,511111819066,test brand @1610058197026,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789d5be37ce786ba0f6a8'}}",{'$oid': '5ff789d5be37ce786ba0f6a9'},
927,False,Baking,BAKING,511111119043,test brand @1610058181760,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",{'$oid': '5ff789c5be37ce786ba0f6a6'},TEST BRANDCODE @1610058181760
928,False,Baking,BAKING,511111319078,test brand @1610135035331,"{'$ref': 'Cogs', '$id': {'$oid': '5ff8b5fbbe37ce4a1398660d'}}",{'$oid': '5ff8b5fbbe37ce4a1398660e'},TEST BRANDCODE @1610135035332
929,False,Candy & Sweets,CANDY_AND_SWEETS,511111619055,test brand @1610058182453,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5ff789c6be37ce786ba0f6a7'},TEST BRANDCODE @1610058182453
930,False,Baking,BAKING,511111419020,test brand @1610058181682,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",{'$oid': '5ff789c5be37ce786ba0f6a4'},TEST BRANDCODE @1610058181682
931,False,Baking,BAKING,511111919032,test brand @1610058181719,"{'$ref': 'Cogs', '$id': {'$oid': '5ff789c5be37ce786ba0f6a2'}}",{'$oid': '5ff789c5be37ce786ba0f6a5'},TEST BRANDCODE @1610058181719
932,,Breakfast & Cereal,,511111906285,Hershey's™ Cereal,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5dc07bee1dda2c0ad7da64ac'},HERSHEYS CEREAL
933,,Baking,BAKING,511111415787,test brand @1598296704728,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",{'$oid': '5f441280be37ce5dbe9b7c7f'},TEST BRANDCODE @1598296704728
934,False,Beverages,,511111701347,Amp Energy,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '58861c7e4e8d0d20bc42c4f5'},AMP
935,,,,511111003755,Fuze,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f754e4b03c9a25efd112'},
936,,Magazines,,511111905318,Eat This Not That Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d66d6a2a3a018093ab34727'},511111905318
937,False,Personal Care,,511111500940,AXE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bde410d61fcea3d120'},AXE
938,,Baking,BAKING,511111116035,test brand @1598635435855,"{'$ref': 'Cogs', '$id': {'$oid': '5f493dabbe37ce64d0ae36ba'}}",{'$oid': '5f493dabbe37ce64d0ae36bc'},TEST BRANDCODE @1598635435855
939,False,Candy & Sweets,CANDY_AND_SWEETS,511111617907,test brand @1606765582946,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5fc54c0ebe37ce1911dbb3b6'},TEST BRANDCODE @1606765582946
940,,,,511111503811,Kemps,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f712e4b03c9a25efd0f9'}}",{'$oid': '5332f712e4b03c9a25efd0f8'},
941,,Beverages,,511111203834,Barmen,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5332f70ae4b03c9a25efd0f4'},
942,,Baking,BAKING,511111216933,test brand @1601939064752,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba678be37ce23081c5296'}}",{'$oid': '5f7ba678be37ce23081c5297'},
943,True,Breakfast & Cereal,,511111806509,alexa-o's,"{'$ref': 'Cogs', '$id': {'$oid': '5c6d516795144c607914426e'}}",{'$oid': '5c6d51d695144c607914426f'},ALEXA-O'S
944,,,,511111904014,Frosted Mini-Wheats,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",{'$oid': '5332f5f4e4b03c9a25efd0af'},
945,,Health & Wellness,,511111005704,Bayer® ASPRIN TAB/ CAPS/ CHEWS,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5da607ef1dda2c3e1416ae89'},511111005704
946,,Baking,BAKING,511111017172,test brand @1603925792078,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f720be37ce13da9eadec'}}",{'$oid': '5f99f720be37ce13da9eaded'},
947,,Magazines,,511111805069,InStyle,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6417dda3a018514994f42a'},511111805069
948,False,Beer Wine Spirits,,511111402244,Steel Reserve,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '57e581dfe4b0ac389136a30e'},STEEL RESERVE
949,,Snacks,,511111904946,Pop Works & Company Popcorn,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5d603430a3a018514994f423'},POP WORKS & COMPANY
950,,Snacks,,511111900498,SABRITONES,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5a4d2489e4b0d5c3fd86b67a'},SABRITONES
951,,Magazines,,511111205456,TIME Special Edition Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d66def56d5f3b6188d4f052'},511111205456
952,False,Grocery,,511111200314,SURE-JELL,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5a5d1ef1e4b0db471c2d0426'},SURE-JELL
953,,Beer Wine Spirits,,511111500179,Terrapin,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d26c7e4b06ba572cf24a5'},TERRAPIN
954,False,Frozen,,511111501053,Smart Made,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '588ba164e4b02187f85cdadf'},SMART MADE
955,,Baking,BAKING,511111417057,test brand @1602694099888,"{'$ref': 'Cogs', '$id': {'$oid': '5f872bd3be37ce66db5dd982'}}",{'$oid': '5f872bd4be37ce66db5dd983'},
956,,Magazines,,511111405023,Coastal Living Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d6415a26d5f3b23d1bc790b'},511111405023
957,False,Personal Care,,511111404231,LOVE BEAUTY AND PLANET,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5a8c5ee7e4b07f0a2dac8948'},LOVE BEAUTY AND PLANET
958,,Health & Wellness,,511111005865,Protein One™,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf2a6b1dda2c3e1416ae91'},PROTEIN ONE
959,,,,511111203766,Sugar Free NOS,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f753e4b03c9a25efd110'},
960,,Magazines,,511111605492,Yoga Journal Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d66e03f6d5f3b6188d4f054'},511111605492
961,,Baking,BAKING,511111414551,Show this Brand A,"{'$ref': 'Cogs', '$id': {'$oid': '5ea07defbe37ce3e45b6a780'}}",{'$oid': '5ea07e02be37ce3e45b6a781'},
962,,Snacks,,511111501541,Smartfood Selects,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '585a9707e4b03e62d1ce0e90'},
963,,Baking,BAKING,511111617136,test brand @1603925787381,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",{'$oid': '5f99f71bbe37ce13da9eade8'},TEST BRANDCODE @1603925787381
964,False,Beverages,,511111002086,Kool-Aid,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc02be4b0ac389136a339'},KOOL-AID
965,,,,511111203995,Minute Maid,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332f5f5e4b03c9a25efd0b1'},
966,,Baking,BAKING,511111416890,test brand @1601939013241,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",{'$oid': '5f7ba645be37ce23081c528b'},TEST BRANDCODE @1601939013241
967,False,Grocery,,511111401438,Velveeta Shells,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '58861c7d4e8d0d20bc42c4d7'},
968,,,,511111803447,Margaritaville,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '5332f7b5e4b03c9a25efd141'},
969,,Baking,BAKING,511111615705,test brand @1598042674677,"{'$ref': 'Cogs', '$id': {'$oid': '5f403232be37ce5f78d9ed1a'}}",{'$oid': '5f403232be37ce5f78d9ed1b'},
970,False,Beer Wine Spirits,BEER_WINE_SPIRITS,511111317715,Absolut® Citron,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",{'$oid': '5fb81ab9be37ce522e165cdc'},ABSOLUT® CITRON
971,False,Beer Wine Spirits,BEER_WINE_SPIRITS,511111717522,Avion® R44,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",{'$oid': '5fb7fa35be37ce522e165cc9'},AVION R44
972,,,,511111102984,Caffeine-free Coca-Cola,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",{'$oid': '5332fa79e4b03c9a25efd227'},
973,False,Baking,BAKING,511111418146,test brand @1607639231710,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",{'$oid': '5fd2a0bfbe37ce49eb72c0f2'},TEST BRANDCODE @1607639231710
974,,,,511111902812,Screamin Sicilian,"{'$ref': 'Cpgs', '$id': {'$oid': '53501d2ab9237fd7718f9e1a'}}",{'$oid': '53501d2ab9237fd7718f9e1b'},
975,,Beer Wine Spirits,,511111900269,Miller Fortune,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d239de4b0db471c2d042a'},MILLER FORTUNE
976,False,Personal Care,,511111900771,LEVER 2000,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d131'},LEVER 2000
977,False,Baby,BABY,511111105558,A+D®,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5da603a71dda2c3e1416ae82'},A+D
978,True,Baby,,511111312949,Pull-Ups,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",{'$oid': '5db3288aee7f2d6de4248977'},PULLUPS
979,,Baking,BAKING,511111216582,test brand @1599849713170,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e6'}}",{'$oid': '5f5bc4f1be37ce17125ac0e7'},
980,False,Baking,BAKING,511111817864,test brand @1606765578434,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",{'$oid': '5fc54c0abe37ce1911dbb3b2'},TEST BRANDCODE @1606765578435
981,False,Beverages,,511111003960,Mountain Dew,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '5332f5fbe4b03c9a25efd0bb'},MOUNTAIN DEW
982,False,Condiments & Sauces,,511111102052,Kraft Mayo,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57ebc12ce4b0ac389136a33c'},
983,,Snacks,,511111101505,Sun Chips,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",{'$oid': '585a9720e4b03e62d1ce0e94'},SUN CHIPS
984,,Candy & Sweets,CANDY_AND_SWEETS,511111716365,test brand @1598813527796,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f4bf557be37ce0b4491554e'},TEST BRANDCODE @1598813527796
985,False,Beverages,,511111800712,PURE LEAF Tea Leaves,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bfe410d61fcea3d138'},PURE LEAF Tea Leaves
986,False,Snacks,,511111201120,Corn Nuts,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5887a320e4b02187f85cdad8'},CORN NUTS
987,False,Dairy,,511111702382,Breakstone's,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '57d95753e4b0ac389136a2b3'},BREAKSTONE'S
988,False,Beer Wine Spirits,,511111200192,Sparks,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",{'$oid': '5a5d263ee4b06ba572cf24a4'},SPARKS
989,,Baking,BAKING,511111316275,test brand @1598716509357,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a5bbe37ce2d95e65c9f'}}",{'$oid': '5f4a7a5dbe37ce2d95e65ca2'},TEST BRANDCODE @1598716509358
990,False,Beverages,,511111301189,Maxwell House,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",{'$oid': '5887a143e4b02187f85cdad2'},MAXWELL HOUSE
991,,,,511111603436,Beck's,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",{'$oid': '5332f7b5e4b03c9a25efd142'},
992,,Candy & Sweets,CANDY_AND_SWEETS,511111516637,test brand @1599849714378,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",{'$oid': '5f5bc4f2be37ce17125ac0ed'},TEST BRANDCODE @1599849714378
993,,Baking,BAKING,511111716204,test brand @1598711015496,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",{'$oid': '5f4a64e7be37ce17d23b317a'},TEST BRANDCODE @1598711015496
994,,Canned Goods & Soups,,511111800088,Continental,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '5a5d2b20e4b0db471c2d0434'},CONTINENTAL SOUP
995,,Beauty,,511111213925,Garnier - Hair Color,"{'$ref': 'Cogs', '$id': {'$oid': '5e28b81cee7f2d697e835bcd'}}",{'$oid': '5e3875f5ee7f2d697e835bcf'},GARNIER - HAIR COLOR
996,False,Health & Wellness,HEALTHY_AND_WELLNESS,511111114628,AFRIN® NASAL SPRAY,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",{'$oid': '5ec2dc5fbe37ce5234ec36b8'},AFRIN® NASAL SPRAY
997,,Dairy,,511111605980,Goodbelly® Probiotics,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf4867a60b87376833e35f'},GOODBELLY
998,False,Personal Care,,511111200758,NEXXUS,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",{'$oid': '592486bee410d61fcea3d134'},NEXXUS
999,False,Beverages,,511111004127,V8,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c3226e4b07f0a2dac8942'},V8
1000,,,,511111502654,Dr. Pepper,"{'$ref': 'Cpgs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",{'$oid': '55b630a4e4b0d8e685c1421c'},
1001,,Condiments & Sauces,,511111300090,Colman's,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5a5d2ac5e4b06ba572cf24a7'},COLMAN'S
1002,False,Condiments & Sauces,,511111704140,Prego,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",{'$oid': '5a8c344ae4b0ccf165fac9e5'},PREGO
1003,False,Baking,BAKING,511111517887,test brand @1606765578985,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",{'$oid': '5fc54c0bbe37ce1911dbb3b4'},TEST BRANDCODE @1606765578985
1004,,Dairy & Refrigerated,DAIRY_AND_REFRIGERATED,511111914105,BRUMMEL & BROWN,"{'$ref': 'Cogs', '$id': {'$oid': '5e5ea9cc9c50da1291a6d074'}}",{'$oid': '5e710e03ee7f2d0b35b2a194'},BRUMMEL & BROWN
1005,,Dairy,,511111705956,YQ by Yoplait®,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",{'$oid': '5daf43251dda2c3e1416ae95'},YQ YOPLAIT
1006,,Magazines,,511111805298,Diabetic Living Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",{'$oid': '5d66d597a3a018093ab34726'},511111805298
1007,,,,511111205227,Diabetic Living Magazine,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",{'$oid': '5d658ffa6d5f3b23d1bc7914'},
1008,False,Baking,BAKING,511111117285,test brand @1604946244833,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",{'$oid': '5fa98944be37ce239d107102'},TEST BRANDCODE @1604946244833
