,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
839,{'$date': 1612662463024},{'$date': 1612662463024},,,,,{'$date': 1612662463024},,,SUBMITTED,{'$oid': '601f46bf0a7214ad250000a4'},,5fc961c3b8cfca11a077dd33,
840,{'$date': 1612690362110},{'$date': 1612690362110},,,,,{'$date': 1612690362110},,,SUBMITTED,{'$oid': '601fb3ba0a720f053c000109'},,5fc961c3b8cfca11a077dd33,
841,{'$date': 1612658863740},{'$date': 1612658863740},,,,,{'$date': 1612658863740},,,SUBMITTED,{'$oid': '601f38af0a720f053c0000d4'},,5fc961c3b8cfca11a077dd33,
842,{'$date': 1612720963380},{'$date': 1612720963380},,,,,{'$date': 1612720963380},,,SUBMITTED,{'$oid': '60202b430a7214ad25000103'},,5fc961c3b8cfca11a077dd33,
843,{'$date': 1612657961166},{'$date': 1612657961166},,,,,{'$date': 1612657961166},,,SUBMITTED,{'$oid': '601f35290a7214ad2500009c'},,5fc961c3b8cfca11a077dd33,
844,{'$date': 1612664261107},{'$date': 1612664261107},,,,,{'$date': 1612664261107},,,SUBMITTED,{'$oid': '601f4dc50a7214ad250000a9'},,5fc961c3b8cfca11a077dd33,
845,{'$date': 1612715863538},{'$date': 1612715863538},,,,,{'$date': 1612715863538},,,SUBMITTED,{'$oid': '602017570a720f053c000132'},,5fc961c3b8cfca11a077dd33,
846,{'$date': 1612666964227},{'$date': 1612666964227},,,,,{'$date': 1612666964227},,,SUBMITTED,{'$oid': '601f58540a7214ad250000ad'},,5fc961c3b8cfca11a077dd33,
847,{'$date': 1612696962817},{'$date': 1612696962817},,,,,{'$date': 1612696962817},,,SUBMITTED,{'$oid': '601fcd820a7214ad250000db'},,5fc961c3b8cfca11a077dd33,
848,{'$date': 1612659163505},{'$date': 1612659163505},,,,,{'$date': 1612659163505},,,SUBMITTED,{'$oid': '601f39db0a720f053c0000d5'},,5fc961c3b8cfca11a077dd33,
849,{'$date': 1612769562438},{'$date': 1612769562438},,,,,{'$date': 1612769562438},,,SUBMITTED,{'$oid': '6020e91a0a720f053c000196'},,5fc961c3b8cfca11a077dd33,
850,{'$date': 1612807062833},{'$date': 1612807062833},,,,,{'$date': 1612807062833},,,SUBMITTED,{'$oid': '60217b960a720f05a8000012'},,5fc961c3b8cfca11a077dd33,
851,{'$date': 1612742562664},{'$date': 1612742562664},,,,,{'$date': 1612742562664},,,SUBMITTED,{'$oid': '60207fa20a7214ad25000123'},,5fc961c3b8cfca11a077dd33,
852,{'$date': 1612815463678},{'$date': 1612815463678},,,,,{'$date': 1612815463678},,,SUBMITTED,{'$oid': '60219c670a720f05a8000028'},,5fc961c3b8cfca11a077dd33,
853,{'$date': 1612770163708},{'$date': 1612770163708},,,,,{'$date': 1612770163708},,,SUBMITTED,{'$oid': '6020eb730a720f053c000197'},,5fc961c3b8cfca11a077dd33,
854,{'$date': 1612808562167},{'$date': 1612808562167},,,,,{'$date': 1612808562167},,,SUBMITTED,{'$oid': '602181720a7214d8e9000034'},,5fc961c3b8cfca11a077dd33,
855,{'$date': 1612824763833},{'$date': 1612824763833},,,,,{'$date': 1612824763833},,,SUBMITTED,{'$oid': '6021c0bb0a7214d8e900004e'},,5fc961c3b8cfca11a077dd33,
856,{'$date': 1612768363776},{'$date': 1612768363776},,,,,{'$date': 1612768363776},,,SUBMITTED,{'$oid': '6020e46b0a720f053c000194'},,5fc961c3b8cfca11a077dd33,
857,{'$date': 1612761162673},{'$date': 1612761162673},,,,,{'$date': 1612761162673},,,SUBMITTED,{'$oid': '6020c84a0a720f053c000187'},,5fc961c3b8cfca11a077dd33,
858,{'$date': 1612803464746},{'$date': 1612803464746},,,,,{'$date': 1612803464746},,,SUBMITTED,{'$oid': '60216d880a7214d8e9000004'},,5fc961c3b8cfca11a077dd33,
859,{'$date': 1612751565209},{'$date': 1612751565209},,,,,{'$date': 1612751565209},,,SUBMITTED,{'$oid': '6020a2cd0a720f053c000175'},,5fc961c3b8cfca11a077dd33,
860,{'$date': 1612786662637},{'$date': 1612786662637},,,,,{'$date': 1612786662637},,,SUBMITTED,{'$oid': '60212be60a7214ad25000166'},,5fc961c3b8cfca11a077dd33,
861,{'$date': 1612753962492},{'$date': 1612753962492},,,,,{'$date': 1612753962492},,,SUBMITTED,{'$oid': '6020ac2a0a720f053c000177'},,5fc961c3b8cfca11a077dd33,
862,{'$date': 1612825962087},{'$date': 1612825962087},,,,,{'$date': 1612825962087},,,SUBMITTED,{'$oid': '6021c56a0a720f05a8000036'},,5fc961c3b8cfca11a077dd33,
863,{'$date': 1612756065351},{'$date': 1612756065351},,,,,{'$date': 1612756065351},,,SUBMITTED,{'$oid': '6020b4610a7214ad25000139'},,5fc961c3b8cfca11a077dd33,
864,{'$date': 1612767461664},{'$date': 1612767461664},,,,,{'$date': 1612767461664},,,SUBMITTED,{'$oid': '6020e0e50a720f053c000193'},,5fc961c3b8cfca11a077dd33,
865,{'$date': 1612805562799},{'$date': 1612805562799},,,,,{'$date': 1612805562799},,,SUBMITTED,{'$oid': '602175ba0a7214d8e9000007'},,5fc961c3b8cfca11a077dd33,
866,{'$date': 1612807963559},{'$date': 1612807963559},,,,,{'$date': 1612807963559},,,SUBMITTED,{'$oid': '60217f1b0a720f05a8000016'},,5fc961c3b8cfca11a077dd33,
867,{'$date': 1612762062778},{'$date': 1612762062778},,,,,{'$date': 1612762062778},,,SUBMITTED,{'$oid': '6020cbce0a7214ad25000140'},,5fc961c3b8cfca11a077dd33,
868,{'$date': 1612808266021},{'$date': 1612808266021},,,,,{'$date': 1612808266021},,,SUBMITTED,{'$oid': '6021804a0a720f05a8000019'},,5fc961c3b8cfca11a077dd33,
869,{'$date': 1612814565630},{'$date': 1612814565630},,,,,{'$date': 1612814565630},,,SUBMITTED,{'$oid': '602198e50a720f05a8000027'},,5fc961c3b8cfca11a077dd33,
870,{'$date': 1612793262418},{'$date': 1612793262418},,,,,{'$date': 1612793262418},,,SUBMITTED,{'$oid': '602145ae0a720f0573000007'},,5fc961c3b8cfca11a077dd33,
871,{'$date': 1612805833000},{'$date': 1612805833000},{'$date': 1615225033000},25.0,{'$date': 1612805833000},{'$date': 1612805833000},{'$date': 1612805833000},25.0,1.00,FINISHED,{'$oid': '602176c90a7214d8e9000028'},COMPLETE_NONPARTNER_RECEIPT,6021768799409b11fcf8987f,1.0
872,{'$date': 1612781262408},{'$date': 1612781262408},,,,,{'$date': 1612781262408},,,SUBMITTED,{'$oid': '602116ce0a7214ad2500015e'},,5fc961c3b8cfca11a077dd33,
873,{'$date': 1612827164626},{'$date': 1612827164626},,,,,{'$date': 1612827164626},,,SUBMITTED,{'$oid': '6021ca1c0a720f05a8000039'},,5fc961c3b8cfca11a077dd33,
874,{'$date': 1612774062132},{'$date': 1612774062132},,,,,{'$date': 1612774062132},,,SUBMITTED,{'$oid': '6020faae0a7214ad25000152'},,5fc961c3b8cfca11a077dd33,
875,{'$date': 1612800163085},{'$date': 1612800163085},,,{'$date': 1612800171310},,{'$date': 1612800163085},,,PENDING,{'$oid': '602160a30a720f05c0000001'},,54ca99a9e4b0b11b4f7d6dc5,
876,{'$date': 1612750962447},{'$date': 1612750962447},,,,,{'$date': 1612750962447},,,SUBMITTED,{'$oid': '6020a0720a720f053c000173'},,5fc961c3b8cfca11a077dd33,
877,{'$date': 1612771362609},{'$date': 1612771362609},,,,,{'$date': 1612771362609},,,SUBMITTED,{'$oid': '6020f0220a7214ad25000150'},,5fc961c3b8cfca11a077dd33,
878,{'$date': 1612795366580},{'$date': 1612795366580},,,,,{'$date': 1612795366580},,,SUBMITTED,{'$oid': '60214de60a720f057300000b'},,5fc961c3b8cfca11a077dd33,
879,{'$date': 1612836959511},{'$date': 1612836959511},,,,,{'$date': 1612836959511},,,SUBMITTED,{'$oid': '6021f05f0a720f05a8000062'},,5fc961c3b8cfca11a077dd33,
880,{'$date': 1612829563796},{'$date': 1612829563796},,,,,{'$date': 1612829563796},,,SUBMITTED,{'$oid': '6021d37b0a720f05a800003c'},,5fc961c3b8cfca11a077dd33,
881,{'$date': 1612836156332},{'$date': 1612836156332},,,,,{'$date': 1612836156332},,,SUBMITTED,{'$oid': '6021ed3c0a720f05a800005f'},,5fc961c3b8cfca11a077dd33,
882,{'$date': 1612903654477},{'$date': 1612903654477},,,,,{'$date': 1612903654477},,,SUBMITTED,{'$oid': '6022f4e60a7214d8e9000112'},,5fc961c3b8cfca11a077dd33,
883,{'$date': 1612836233412},{'$date': 1612836233412},,,,,{'$date': 1612836233412},,,SUBMITTED,{'$oid': '6021ed890a720f05a8000060'},,5fc961c3b8cfca11a077dd33,
884,{'$date': 1612886255475},{'$date': 1612886255475},,,,,{'$date': 1612886255475},,,SUBMITTED,{'$oid': '6022b0ef0a7214d8e90000f3'},,5fc961c3b8cfca11a077dd33,
885,{'$date': 1612896457677},{'$date': 1612896457677},,,,,{'$date': 1612896457677},,,SUBMITTED,{'$oid': '6022d8c90a720f05a80000e7'},,5fc961c3b8cfca11a077dd33,
886,{'$date': 1612913853799},{'$date': 1612913853799},,,,,{'$date': 1612913853799},,,SUBMITTED,{'$oid': '60231cbd0a720f05a8000108'},,5fc961c3b8cfca11a077dd33,
887,{'$date': 1612872755261},{'$date': 1612872755261},,,,,{'$date': 1612872755261},,,SUBMITTED,{'$oid': '60227c330a720f05a800009c'},,5fc961c3b8cfca11a077dd33,
888,{'$date': 1612836837436},{'$date': 1612836837436},,,,,{'$date': 1612836837436},,,SUBMITTED,{'$oid': '6021efe50a7214d8e9000081'},,5fc961c3b8cfca11a077dd33,
889,{'$date': 1612900352875},{'$date': 1612900352875},,,,,{'$date': 1612900352875},,,SUBMITTED,{'$oid': '6022e8000a720f05a80000ef'},,5fc961c3b8cfca11a077dd33,
890,{'$date': 1612890456013},{'$date': 1612890456013},,,,,{'$date': 1612890456013},,,SUBMITTED,{'$oid': '6022c1580a7214d8e90000ff'},,5fc961c3b8cfca11a077dd33,
891,{'$date': 1612846055216},{'$date': 1612846055216},,,,,{'$date': 1612846055216},,,SUBMITTED,{'$oid': '602213e70a720f05a8000071'},,5fc961c3b8cfca11a077dd33,
892,{'$date': 1612915052242},{'$date': 1612915052242},,,,,{'$date': 1612915052242},,,SUBMITTED,{'$oid': '6023216c0a720f05a800010a'},,5fc961c3b8cfca11a077dd33,
893,{'$date': 1612830266044},{'$date': 1612830266044},,,,,{'$date': 1612830266044},,,SUBMITTED,{'$oid': '6021d63a0a7214d8e9000058'},,5fc961c3b8cfca11a077dd33,
894,{'$date': 1612855957134},{'$date': 1612855957134},,,,,{'$date': 1612855957134},,,SUBMITTED,{'$oid': '60223a950a7214d8e90000a2'},,5fc961c3b8cfca11a077dd33,
895,{'$date': 1612880308000},{'$date': 1612880308000},{'$date': 1612793908000},5.0,{'$date': 1612880314000},{'$date': 1612880309000},{'$date': 1612880314000},5.0,1.00,FINISHED,{'$oid': '602299b40a720f05a80000bc'},All-receipts receipt bonus,6022998599409b11fcf89c53,2.0
896,{'$date': 1612853557105},{'$date': 1612853557105},,,,,{'$date': 1612853557105},,,SUBMITTED,{'$oid': '602231350a7214d8e900009f'},,5fc961c3b8cfca11a077dd33,
897,{'$date': 1612880301000},{'$date': 1612880301000},{'$date': 1612793901000},600.0,{'$date': 1612880302000},{'$date': 1612880302000},{'$date': 1612880302000},500.0,1.00,FINISHED,{'$oid': '602299ad0a7214d8e90000d7'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6022998599409b11fcf89c53,1.0
898,{'$date': 1612896758122},{'$date': 1612896758122},,,,,{'$date': 1612896758122},,,SUBMITTED,{'$oid': '6022d9f60a720f05a80000e8'},,5fc961c3b8cfca11a077dd33,
899,{'$date': 1612872155383},{'$date': 1612872155383},,,,,{'$date': 1612872155383},,,SUBMITTED,{'$oid': '602279db0a720f05a800009b'},,5fc961c3b8cfca11a077dd33,
900,{'$date': 1612870955434},{'$date': 1612870955434},,,,,{'$date': 1612870955434},,,SUBMITTED,{'$oid': '6022752b0a7214d8e90000be'},,5fc961c3b8cfca11a077dd33,
901,{'$date': 1612861957161},{'$date': 1612861957161},,,,,{'$date': 1612861957161},,,SUBMITTED,{'$oid': '602252050a7214d8e90000ae'},,5fc961c3b8cfca11a077dd33,
902,{'$date': 1612835935836},{'$date': 1612835935836},,,,,{'$date': 1612835935836},,,SUBMITTED,{'$oid': '6021ec5f0a720f05a800005d'},,5fc961c3b8cfca11a077dd33,
903,{'$date': 1612890754173},{'$date': 1612890754173},,,,,{'$date': 1612890754173},,,SUBMITTED,{'$oid': '6022c2820a720f05a80000dd'},,5fc961c3b8cfca11a077dd33,
904,{'$date': 1612841556194},{'$date': 1612841556194},,,,,{'$date': 1612841556194},,,SUBMITTED,{'$oid': '602202540a720f05a800006a'},,5fc961c3b8cfca11a077dd33,
905,{'$date': 1612887755601},{'$date': 1612887755601},,,,,{'$date': 1612887755601},,,SUBMITTED,{'$oid': '6022b6cb0a7214d8e90000f8'},,5fc961c3b8cfca11a077dd33,
906,{'$date': 1612888952812},{'$date': 1612888952812},,,,,{'$date': 1612888952812},,,SUBMITTED,{'$oid': '6022bb780a7214d8e90000fb'},,5fc961c3b8cfca11a077dd33,
907,{'$date': 1612830927890},{'$date': 1612830927890},,,,,{'$date': 1612830927890},,,SUBMITTED,{'$oid': '6021d8cf0a7214d8e900005c'},,5fc961c3b8cfca11a077dd33,
908,{'$date': 1612912053799},{'$date': 1612912053799},,,,,{'$date': 1612912053799},,,SUBMITTED,{'$oid': '602315b50a720f05a8000104'},,5fc961c3b8cfca11a077dd33,
909,{'$date': 1612924054957},{'$date': 1612924054957},,,,,{'$date': 1612924054957},,,SUBMITTED,{'$oid': '602344970a7214d8e900012f'},,5fc961c3b8cfca11a077dd33,
910,{'$date': 1612964553600},{'$date': 1612964553600},,,,,{'$date': 1612964553600},,,SUBMITTED,{'$oid': '6023e2c90a7214d8e9000175'},,5fc961c3b8cfca11a077dd33,
911,{'$date': 1612998454982},{'$date': 1612998454982},,,,,{'$date': 1612998454982},,,SUBMITTED,{'$oid': '602467370a720f05a80001b7'},,5fc961c3b8cfca11a077dd33,
912,{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612504800000},250.0,{'$date': 1612972620000},{'$date': 1612972620000},{'$date': 1612972620000},250.0,25.00,FINISHED,{'$oid': '6024024b0a7214d8e900018d'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",602401f1c081001222409ad6,5.0
913,{'$date': 1612933050952},{'$date': 1612933050952},,,,,{'$date': 1612933050952},,,SUBMITTED,{'$oid': '602367ba0a720f05a800012e'},,5fc961c3b8cfca11a077dd33,
914,{'$date': 1612986452963},{'$date': 1612986452963},,,,,{'$date': 1612986452963},,,SUBMITTED,{'$oid': '602438550a720f05a8000192'},,5fc961c3b8cfca11a077dd33,
915,{'$date': 1612924354032},{'$date': 1612924354032},,,,,{'$date': 1612924354032},,,SUBMITTED,{'$oid': '602345c20a7214d8e9000130'},,5fc961c3b8cfca11a077dd33,
916,{'$date': 1612921951891},{'$date': 1612921951891},,,,,{'$date': 1612921951891},,,SUBMITTED,{'$oid': '60233c5f0a720f05a8000119'},,5fc961c3b8cfca11a077dd33,
917,{'$date': 1612993588000},{'$date': 1612993588000},{'$date': 1612137600000},789.2,{'$date': 1612993589000},{'$date': 1612993589000},{'$date': 1612993597000},750.0,5.88,FINISHED,{'$oid': '602454340a720f05a80001ae'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60245433efa60112282c1859,2.0
918,{'$date': 1612948051494},{'$date': 1612948051494},,,,,{'$date': 1612948051494},,,SUBMITTED,{'$oid': '6023a2530a720f05a8000144'},,5fc961c3b8cfca11a077dd33,
919,{'$date': 1612996053522},{'$date': 1612996053522},,,,,{'$date': 1612996053522},,,SUBMITTED,{'$oid': '60245dd50a720f05a80001b2'},,5fc961c3b8cfca11a077dd33,
920,{'$date': 1612991854415},{'$date': 1612991854415},,,,,{'$date': 1612991854415},,,SUBMITTED,{'$oid': '60244d6e0a7214d8e90001c9'},,5fc961c3b8cfca11a077dd33,
921,{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612677600000},500.0,{'$date': 1612972619000},{'$date': 1612972619000},{'$date': 1612972619000},500.0,25.00,FINISHED,{'$oid': '6024024b0a7214d8e900018c'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",602401f1c081001222409ad6,5.0
922,{'$date': 1612944152871},{'$date': 1612944152871},,,,,{'$date': 1612944152871},,,SUBMITTED,{'$oid': '602393180a720f05a800013d'},,5fc961c3b8cfca11a077dd33,
923,{'$date': 1612955552645},{'$date': 1612955552645},,,,,{'$date': 1612955552645},,,SUBMITTED,{'$oid': '6023bfa00a7214d8e9000168'},,5fc961c3b8cfca11a077dd33,
924,{'$date': 1612997253140},{'$date': 1612997253140},,,,,{'$date': 1612997253140},,,SUBMITTED,{'$oid': '602462850a720f05a80001b3'},,5fc961c3b8cfca11a077dd33,
925,{'$date': 1612982675000},{'$date': 1612982675000},{'$date': 1612677600000},250.0,{'$date': 1612982676000},{'$date': 1612982676000},{'$date': 1612982676000},,49.95,FINISHED,{'$oid': '602429930a720f05a800018b'},,6024291f58b989121e6bad5f,5.0
926,{'$date': 1612939352679},{'$date': 1612939352679},,,,,{'$date': 1612939352679},,,SUBMITTED,{'$oid': '602380580a7214d8e900014a'},,5fc961c3b8cfca11a077dd33,
927,{'$date': 1612972661000},{'$date': 1612972661000},{'$date': 1611705600000},5.0,{'$date': 1612972662000},{'$date': 1612972662000},{'$date': 1612972662000},5.0,49.95,FINISHED,{'$oid': '602402750a720f05a800016f'},All-receipts receipt bonus,602401f1c081001222409ad6,5.0
928,{'$date': 1612982628000},{'$date': 1612982628000},{'$date': 1612896228000},5.0,{'$date': 1612982629000},{'$date': 1612982629000},{'$date': 1612982629000},5.0,1.00,FINISHED,{'$oid': '602429640a720f05a8000187'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
929,{'$date': 1612959752291},{'$date': 1612959752291},,,,,{'$date': 1612959752291},,,SUBMITTED,{'$oid': '6023d0080a720f05a8000155'},,5fc961c3b8cfca11a077dd33,
930,{'$date': 1612987355866},{'$date': 1612987355866},,,,,{'$date': 1612987355866},,,SUBMITTED,{'$oid': '60243bdb0a720f05a80001a2'},,5fc961c3b8cfca11a077dd33,
931,{'$date': 1612996656896},{'$date': 1612996656896},,,,,{'$date': 1612996656896},,,SUBMITTED,{'$oid': '602460300a7214d8e90001d6'},,5fc961c3b8cfca11a077dd33,
932,{'$date': 1612919254998},{'$date': 1612919254998},,,,,{'$date': 1612919254998},,,SUBMITTED,{'$oid': '602331d70a720f05a8000113'},,5fc961c3b8cfca11a077dd33,
933,{'$date': 1612996354356},{'$date': 1612996354356},,,,,{'$date': 1612996354356},,,SUBMITTED,{'$oid': '60245f020a7214d8e90001d5'},,5fc961c3b8cfca11a077dd33,
934,{'$date': 1612982252121},{'$date': 1612982252121},,,,,{'$date': 1612982252121},,,SUBMITTED,{'$oid': '602427ec0a720f05a8000180'},,5fc961c3b8cfca11a077dd33,
935,{'$date': 1612967554736},{'$date': 1612967554736},,,,,{'$date': 1612967554736},,,SUBMITTED,{'$oid': '6023ee820a720f05a8000163'},,5fc961c3b8cfca11a077dd33,
936,{'$date': 1612986773000},{'$date': 1612986773000},{'$date': 1611863573000},5.0,{'$date': 1612986774000},{'$date': 1612986773000},{'$date': 1612986774000},5.0,1.00,FINISHED,{'$oid': '602439950a7214d8e90001c2'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
937,{'$date': 1612972640000},{'$date': 1612972640000},{'$date': 1612886240000},5.0,{'$date': 1612972641000},{'$date': 1612972641000},{'$date': 1612972641000},5.0,4.66,FINISHED,{'$oid': '602402600a7214d8e9000195'},All-receipts receipt bonus,602401f1c081001222409ad6,4.0
938,{'$date': 1612986751902},{'$date': 1612986751902},,,,,{'$date': 1612986751902},,,SUBMITTED,{'$oid': '6024397f0a720f05a8000199'},,5fc961c3b8cfca11a077dd33,
939,{'$date': 1613073451089},{'$date': 1613073451089},,,,,{'$date': 1613073451089},,,SUBMITTED,{'$oid': '60258c2b0a7214d8e900028f'},,5fc961c3b8cfca11a077dd33,
940,{'$date': 1613005652712},{'$date': 1613005652712},,,,,{'$date': 1613005652712},,,SUBMITTED,{'$oid': '602483540a7214d8e90001ea'},,5fc961c3b8cfca11a077dd33,
941,{'$date': 1613062653588},{'$date': 1613062653588},,,,,{'$date': 1613062653588},,,SUBMITTED,{'$oid': '602561fd0a7214d8e9000273'},,5fc961c3b8cfca11a077dd33,
942,{'$date': 1613063853994},{'$date': 1613063853994},,,,,{'$date': 1613063853995},,,SUBMITTED,{'$oid': '602566ae0a7214d8e900027b'},,5fc961c3b8cfca11a077dd33,
943,{'$date': 1613045253327},{'$date': 1613045253327},,,,,{'$date': 1613045253327},,,SUBMITTED,{'$oid': '60251e050a720f05a80001fc'},,5fc961c3b8cfca11a077dd33,
944,{'$date': 1613040452039},{'$date': 1613040452039},,,,,{'$date': 1613040452039},,,SUBMITTED,{'$oid': '60250b440a720f05a80001f5'},,5fc961c3b8cfca11a077dd33,
945,{'$date': 1613050352795},{'$date': 1613050352795},,,,,{'$date': 1613050352795},,,SUBMITTED,{'$oid': '602531f00a7214d8e900023e'},,5fc961c3b8cfca11a077dd33,
946,{'$date': 1613080664621},{'$date': 1613080664621},,,,,{'$date': 1613080664621},,,SUBMITTED,{'$oid': '6025a8580a720f05a8000270'},,5fc961c3b8cfca11a077dd33,
947,{'$date': 1613060278000},{'$date': 1613060278000},{'$date': 1613001600000},5.0,{'$date': 1613060278000},{'$date': 1613060278000},{'$date': 1613060283000},5.0,26.00,FINISHED,{'$oid': '602558b60a7214d8e9000266'},All-receipts receipt bonus,602558b1efa60114d20e5dc7,5.0
948,{'$date': 1613052010000},{'$date': 1613052010000},{'$date': 1612965610000},500.0,{'$date': 1613052018000},{'$date': 1613052011000},{'$date': 1613052018000},500.0,1.00,FINISHED,{'$oid': '6025386a0a7214d8e9000241'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60253861efa6017a44dc6b50,2.0
949,{'$date': 1613064454884},{'$date': 1613064454884},,,,,{'$date': 1613064454884},,,SUBMITTED,{'$oid': '602569060a720f05a8000258'},,5fc961c3b8cfca11a077dd33,
950,{'$date': 1613018551213},{'$date': 1613018551213},,,,,{'$date': 1613018551213},,,SUBMITTED,{'$oid': '6024b5b70a720f05a80001d6'},,5fc961c3b8cfca11a077dd33,
951,{'$date': 1613052083000},{'$date': 1613052083000},{'$date': 1612396800000},25.0,{'$date': 1613052084000},{'$date': 1613052084000},{'$date': 1613052084000},25.0,10.00,FINISHED,{'$oid': '602538b30a7214d8e9000248'},COMPLETE_NONPARTNER_RECEIPT,60253861efa6017a44dc6b50,1.0
952,{'$date': 1613035351539},{'$date': 1613035351539},,,,,{'$date': 1613035351539},,,SUBMITTED,{'$oid': '6024f7570a7214d8e900021f'},,5fc961c3b8cfca11a077dd33,
953,{'$date': 1613071652038},{'$date': 1613071652038},,,,,{'$date': 1613071652038},,,SUBMITTED,{'$oid': '602585240a720f05a8000263'},,5fc961c3b8cfca11a077dd33,
954,{'$date': 1613058753439},{'$date': 1613058753439},,,,,{'$date': 1613058753439},,,SUBMITTED,{'$oid': '602552c10a7214d8e9000255'},,5fc961c3b8cfca11a077dd33,
955,{'$date': 1613052020000},{'$date': 1613052020000},{'$date': 1613052020000},5.0,{'$date': 1613052022000},{'$date': 1613052022000},{'$date': 1613052023000},5.0,2.23,FINISHED,{'$oid': '602538740a7214d8e9000246'},All-receipts receipt bonus,60253861efa6017a44dc6b50,1.0
956,{'$date': 1613052050000},{'$date': 1613052050000},{'$date': 1613001600000},3500.0,{'$date': 1613052050000},{'$date': 1613052050000},{'$date': 1613052055000},500.0,20.00,FINISHED,{'$oid': '602538920a720f05a8000216'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60253891b54593795bf69242,5.0
957,{'$date': 1613033852987},{'$date': 1613033852987},,,,,{'$date': 1613033852987},,,SUBMITTED,{'$oid': '6024f17d0a720f05a80001ee'},,5fc961c3b8cfca11a077dd33,
958,{'$date': 1613083361307},{'$date': 1613083361307},,,,,{'$date': 1613083361307},,,SUBMITTED,{'$oid': '6025b2e10a7214d8e90002a3'},,5fc961c3b8cfca11a077dd33,
959,{'$date': 1613087262861},{'$date': 1613087262861},,,,,{'$date': 1613087262861},,,SUBMITTED,{'$oid': '6025c21e0a7214d8e90002ad'},,5fc961c3b8cfca11a077dd33,
960,{'$date': 1613015555364},{'$date': 1613015555364},,,,,{'$date': 1613015555364},,,SUBMITTED,{'$oid': '6024aa030a720f05a80001d0'},,5fc961c3b8cfca11a077dd33,
961,{'$date': 1613067154469},{'$date': 1613067154469},,,,,{'$date': 1613067154469},,,SUBMITTED,{'$oid': '602573920a720f05a800025d'},,5fc961c3b8cfca11a077dd33,
962,{'$date': 1613070753910},{'$date': 1613070753910},,,,,{'$date': 1613070753910},,,SUBMITTED,{'$oid': '602581a10a720f05a8000262'},,5fc961c3b8cfca11a077dd33,
963,{'$date': 1613047355259},{'$date': 1613047355259},,,,,{'$date': 1613047355259},,,SUBMITTED,{'$oid': '6025263b0a720f05a80001ff'},,5fc961c3b8cfca11a077dd33,
964,{'$date': 1613060265000},{'$date': 1613060265000},{'$date': 1612973865000},5.0,{'$date': 1613060271000},{'$date': 1613060266000},{'$date': 1613060271000},5.0,1.00,FINISHED,{'$oid': '602558a90a720f05a8000240'},All-receipts receipt bonus,60255883efa60114d20e5d4e,2.0
965,{'$date': 1613043151504},{'$date': 1613043151504},,,,,{'$date': 1613043151504},,,SUBMITTED,{'$oid': '602515cf0a7214d8e9000231'},,5fc961c3b8cfca11a077dd33,
966,{'$date': 1613052053000},{'$date': 1613052053000},{'$date': 1613001600000},5.0,{'$date': 1613052054000},{'$date': 1613052054000},{'$date': 1613052059000},5.0,23.00,FINISHED,{'$oid': '602538960a720f05a800021b'},All-receipts receipt bonus,60253891b54593795bf69242,2.0
967,{'$date': 1613060276000},{'$date': 1613060276000},{'$date': 1613001600000},150.0,{'$date': 1613060276000},{'$date': 1613060276000},{'$date': 1613060281000},150.0,26.00,FINISHED,{'$oid': '602558b40a7214d8e9000263'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",602558b1efa60114d20e5dc7,2.0
968,{'$date': 1613056351768},{'$date': 1613056351768},,,,,{'$date': 1613056351768},,,SUBMITTED,{'$oid': '6025495f0a720f05a8000231'},,5fc961c3b8cfca11a077dd33,
969,{'$date': 1613102260742},{'$date': 1613102260742},,,,,{'$date': 1613102260742},,,SUBMITTED,{'$oid': '6025fcb40a7214d8e90002c3'},,5fc961c3b8cfca11a077dd33,
970,{'$date': 1613164363241},{'$date': 1613164363241},,,,,{'$date': 1613164363241},,,SUBMITTED,{'$oid': '6026ef4b0a7214d8e9000349'},,5fc961c3b8cfca11a077dd33,
971,{'$date': 1613139115000},{'$date': 1613139115000},{'$date': 1613052715000},5.0,{'$date': 1613139118000},{'$date': 1613139117000},{'$date': 1613139123000},5.0,11.00,FINISHED,{'$oid': '60268cab0a7214d8e9000315'},All-receipts receipt bonus,54943462e4b07e684157a532,2.0
972,{'$date': 1613137663139},{'$date': 1613137663139},,,,,{'$date': 1613137663139},,,SUBMITTED,{'$oid': '602686ff0a7214d8e9000301'},,5fc961c3b8cfca11a077dd33,
